"Date","Tot Power"
"2024-05-30 09:30:09",0.0776
"2024-05-30 09:30:39",0.0776
"2024-05-30 09:31:09",0.0777
"2024-05-30 09:31:40",0.233
"2024-05-30 09:32:10",0.0776
"2024-05-30 09:32:40",
"2024-05-30 09:33:10",0.1551
"2024-05-30 09:33:40",0.0776
"2024-05-30 09:34:10",0.1552
"2024-05-30 09:34:40",0.0776
"2024-05-30 09:35:10",
"2024-05-30 09:35:40",0.0776
"2024-05-30 09:36:10",0.0776
"2024-05-30 09:36:40",0.1553
"2024-05-30 09:37:11",0.1552
"2024-05-30 09:37:41",0.1552
"2024-05-30 09:38:11",
"2024-05-30 09:38:41",
"2024-05-30 09:39:11",0.0776
"2024-05-30 09:39:41",0.0776
"2024-05-30 09:40:08",0.0776
"2024-05-30 09:40:11",0.0776
"2024-05-30 09:41:16",0.1552
"2024-05-30 09:41:17",0.1552
"2024-05-30 09:41:45",0.1551
"2024-05-30 09:41:47",0.1551
"2024-05-30 09:42:13",0.1551
"2024-05-30 09:42:17",0.1551
"2024-05-30 09:43:01",0.0775
"2024-05-30 09:43:02",0.0775
"2024-05-30 09:43:32",0.155
"2024-05-30 09:44:03",0.0776
"2024-05-30 09:44:32",
"2024-05-30 09:45:02",0.0775
"2024-05-30 09:45:32",0.1549
"2024-05-30 09:46:02",
"2024-05-30 09:46:33",
"2024-05-30 09:47:03",
"2024-05-30 09:47:33",0.0775
"2024-05-30 09:48:03",
"2024-05-30 09:49:03",
"2024-05-30 09:49:33",0.1548
"2024-05-30 09:50:03",
"2024-05-30 09:50:33",
"2024-05-30 09:51:03",0.0775
"2024-05-30 09:51:33",
"2024-05-30 09:52:03",
"2024-05-30 09:52:33",0.155
"2024-05-30 09:53:03",0.0773
"2024-05-30 09:53:33",0.1545
"2024-05-30 09:54:04",0.0775
"2024-05-30 09:54:33",0.0774
"2024-05-30 09:55:04",
"2024-05-30 09:55:33",0.0775
"2024-05-30 09:55:35",0.0775
"2024-05-30 09:56:05",
"2024-05-30 09:56:35",0.0772
"2024-05-30 09:57:05",
"2024-05-30 09:57:36",
"2024-05-30 09:58:05",
"2024-05-30 09:58:36",0.0773
"2024-05-30 09:59:06",0.155
"2024-05-30 09:59:36",0.0773
"2024-05-30 10:00:06",0.0773
"2024-05-30 10:00:36",0.0774
"2024-05-30 10:01:06",0.0775
"2024-05-30 10:01:36",
"2024-05-30 10:02:06",
"2024-05-30 10:02:37",0.0775
"2024-05-30 10:03:07",
"2024-05-30 10:03:38",0.0772
"2024-05-30 10:04:08",
"2024-05-30 10:04:38",0.0774
"2024-05-30 10:05:08",0.0772
"2024-05-30 10:05:38",0.1548
"2024-05-30 10:06:08",0.1548
"2024-05-30 10:06:38",
"2024-05-30 10:07:08",
"2024-05-30 10:07:38",0.0774
"2024-05-30 10:08:08",0.1543
"2024-05-30 10:08:39",
"2024-05-30 10:09:09",0.0774
"2024-05-30 10:09:39",
"2024-05-30 10:10:09",
"2024-05-30 10:10:40",0.1548
"2024-05-30 10:11:10",
"2024-05-30 10:11:41",
"2024-05-30 10:12:22",0.0771
"2024-05-30 10:12:52",0.0776
"2024-05-30 10:13:23",
"2024-05-30 10:13:53",
"2024-05-30 10:14:23",
"2024-05-30 10:14:53",
"2024-05-30 10:15:23",0.0776
